Accident_Index,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,Time,Local_Authority_(District),Local_Authority_(Highway),1st_Road_Class,1st_Road_Number,Road_Type,Speed_limit,Junction_Detail,Junction_Control,2nd_Road_Class,2nd_Road_Number,Pedestrian_Crossing-Human_Control,Pedestrian_Crossing-Physical_Facilities,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Special_Conditions_at_Site,Carriageway_Hazards,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,LSOA_of_Accident_Location,Year
201450KH2B004,320672,106089,-3.128254,50.848799,50,3,1,1,14/02/2014,6,21:09,580,E10000008,3,30,Single carriageway,50,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkeness: No street lighting,Raining with high winds,Wet/Damp,None,None,2,Yes,E01019938,2014
201450KO2R001,294212,98574,-3.501832,50.777004,50,3,1,1,14/02/2014,6,00:30,580,E10000008,3,396,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,None,None,2,Yes,E01019903,2014
2.01E+12,311562,117921,-3.2605,50.953851,52,3,1,1,14/02/2014,6,14:16,608,E10000027,1,5,Dual carriageway,70,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,2,Yes,E01029269,2014
2.01E+12,366429,177515,-2.485002,51.495524,52,3,2,1,14/02/2014,6,16:40,612,E06000025,6,0,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine with high winds,Wet/Damp,None,None,1,No,E01014967,2014
2.01E+12,333265,160711,-2.959509,51.341499,52,3,1,1,14/02/2014,6,12:30,605,E06000024,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,No,E01014809,2014
2.01E+12,372840,164631,-2.391661,51.380022,52,3,2,1,14/02/2014,6,17:50,611,E06000022,6,0,Single carriageway,20,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,None,None,1,Yes,E01014464,2014
2.01E+12,365712,155007,-2.493149,51.2931,52,3,1,1,14/02/2014,6,11:30,611,E06000022,3,362,Roundabout,30,,Giveway or uncontrolled,6,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,1,Yes,E01014422,2014
2.01E+12,360264,177543,-2.573808,51.495375,52,3,2,1,14/02/2014,6,16:44,601,E06000023,6,0,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Fine with high winds,Dry,None,None,1,Yes,E01014659,2014
2.01E+12,349951,163400,-2.720353,51.367394,52,2,2,1,14/02/2014,6,07:15,605,E06000024,3,38,Single carriageway,60,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,None,None,2,Yes,E01014854,2014
2.01E+12,383637,217741,-2.239019,51.857971,53,3,1,1,14/02/2014,6,18:20,623,E10000013,6,1057,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,None,None,1,Yes,E01022291,2014
2.01E+12,411424,129422,-1.838367,51.063963,54,3,2,1,14/02/2014,6,09:45,635,E06000054,3,3094,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,2,Yes,E01032000,2014
2.01E+12,418535,186350,-1.733944,51.575666,54,3,2,1,14/02/2014,6,12:10,633,E06000030,3,420,Dual carriageway,30,,Giveway or uncontrolled,3,420,None within 50 metres,Footbridge or subway,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,2,Yes,E01015551,2014
2.01E+12,404785,140343,-1.932968,51.16226,54,3,1,1,14/02/2014,6,11:54,635,E06000054,3,303,Dual carriageway,70,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,2,Yes,E01032027,2014
2.01E+12,386955,140772,-2.18797,51.165986,54,3,2,1,14/02/2014,6,14:24,635,E06000054,3,350,Single carriageway,40,,Giveway or uncontrolled,4,3095,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,2,Yes,E01032082,2014
2.01E+12,383744,148112,-2.234229,51.231904,54,3,2,3,14/02/2014,6,19:07,635,E06000054,3,36,Single carriageway,60,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkeness: No street lighting,Raining with high winds,Wet/Damp,None,Other object in carriageway,2,Yes,E01032051,2014
2014554C06283,408790,91570,-1.876857,50.723622,55,3,1,2,14/02/2014,6,03:00,640,E06000028,3,338,Slip road,30,,Giveway or uncontrolled,3,338,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,E01015283,2014
2014554C06309,406390,94080,-1.910815,50.746225,55,2,1,1,14/02/2014,6,10:35,643,E06000029,3,3040,Roundabout,30,,Giveway or uncontrolled,3,3049,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,1,Yes,E01015383,2014
2014554C06339,401770,92290,-1.976307,50.73016,55,3,2,1,14/02/2014,6,13:15,643,E06000029,3,35,Single carriageway,30,,Automatic traffic signal,4,3093,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,E01015446,2014
2014554C06351,413210,93630,-1.814166,50.742064,55,3,2,1,14/02/2014,6,11:50,640,E06000028,3,3060,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,No,E01015316,2014
2014554C06755,403580,92730,-1.950657,50.734109,55,3,2,1,14/02/2014,6,15:15,643,E06000029,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,1,No,E01015439,2014
2014554D06291,413120,104520,-1.815055,50.839997,55,3,2,2,14/02/2014,6,08:17,647,E10000009,5,2,Single carriageway,40,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,2,Yes,E01020403,2014
2014554D06350,397200,93600,-2.041069,50.741936,55,2,1,1,14/02/2014,6,14:18,644,E10000009,3,35,Dual carriageway,70,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Flood (Over 3cm of water),None,None,2,Yes,E01020475,2014
2014554D06596,368300,88600,-2.450219,50.696109,55,3,2,1,14/02/2014,6,15:51,645,E10000009,3,354,Single carriageway,60,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,2,Yes,E01020549,2014
201460R022785,295724,347433,-3.555798,53.013995,60,3,2,3,14/02/2014,6,13:30,721,W06000003,3,5,Single carriageway,60,,Giveway or uncontrolled,4,4501,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,2,Yes,W01000190,2014
201460R022851,253092,371561,-4.201886,53.22072,60,3,2,1,14/02/2014,6,15:05,720,W06000001,3,5,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,2,Yes,W01000015,2014
201460R022971,332132,367370,-3.017438,53.199045,60,3,2,3,14/02/2014,6,18:31,724,W06000005,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,W01000312,2014
201460R023034,302512,380849,-3.464844,53.315557,60,3,1,1,14/02/2014,6,20:50,723,W06000004,6,0,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,W01000234,2014
201460R023053,298868,380236,-3.519327,53.309365,60,3,2,1,14/02/2014,6,21:20,721,W06000003,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,None,None,1,Yes,W01000150,2014
2.01E+12,318080,212816,-3.189639,51.807915,61,1,2,2,14/02/2014,6,23:10,730,W06000019,3,465,Single carriageway,40,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present but unlit,Raining with high winds,Wet/Damp,Roadworks,None,2,Yes,W01001446,2014
2.01E+12,299924,174336,-3.441892,51.459076,62,3,2,1,14/02/2014,6,06:54,746,W06000014,3,4222,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,2,Yes,,2014
2.01E+12,275226,189686,-3.802664,51.59212,62,3,2,1,14/02/2014,6,08:55,743,W06000012,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,Roadworks,None,1,Yes,W01000959,2014
2.01E+12,318473,177857,-3.17578,51.493708,62,3,2,1,14/02/2014,6,19:00,741,W06000015,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Fine without high winds,Dry,None,None,1,Yes,W01001724,2014
2.01E+12,316797,172438,-3.19864,51.444748,62,3,2,1,14/02/2014,6,07:18,746,W06000014,3,4055,Dual carriageway,30,,Automatic traffic signal,4,4267,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,W01001077,2014
2.01E+12,308726,192727,-3.32001,51.625886,62,3,1,1,14/02/2014,6,09:54,744,W06000016,3,470,Dual carriageway,70,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,1,Yes,W01001164,2014
2.01E+12,300565,213818,-3.443897,51.814077,62,3,1,1,14/02/2014,6,14:36,742,W06000024,3,470,Dual carriageway,60,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Wet/Damp,None,None,2,Yes,W01001898,2014
2.01E+12,412535,844481,-1.79253,57.490461,92,3,2,1,14/02/2014,6,07:15,911,S12000034,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,Other object in carriageway,1,No,,2014
2.01E+12,381915,809605,-2.300743,57.176983,92,2,1,1,14/02/2014,6,14:30,911,S12000034,6,0,Single carriageway,60,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,2,Yes,,2014
2.01E+12,387218,831993,-2.214197,57.378273,92,2,1,1,14/02/2014,6,11:25,911,S12000034,4,999,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,2,Yes,,2014
2.01E+12,365276,858919,-2.58293,57.618979,92,3,1,1,14/02/2014,6,21:25,911,S12000034,3,97,Single carriageway,60,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkeness: No street lighting,Snowing without high winds,Snow,None,None,2,Yes,,2014
2.01E+12,326880,850160,-3.222928,57.535722,92,2,1,1,14/02/2014,6,11:55,930,S12000020,3,941,Unknown,60,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,2,Yes,,2014
2.01E+12,338865,730758,-2.993778,56.465031,93,3,3,1,14/02/2014,6,13:10,918,S12000042,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,Yes,,2014
2.01E+12,287512,715370,-3.820237,56.317386,93,3,1,1,14/02/2014,6,19:10,934,S12000024,3,822,Single carriageway,60,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkeness: No street lighting,Snowing without high winds,Snow,None,None,2,Yes,,2014
2.01E+12,307120,735602,-3.510543,56.503344,93,3,2,1,14/02/2014,6,13:40,934,S12000024,3,9,Single carriageway,60,,Giveway or uncontrolled,5,408,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,2,Yes,,2014
2.01E+12,318062,745241,-3.33588,56.591952,93,3,2,1,14/02/2014,6,17:15,934,S12000024,3,93,Single carriageway,30,,Automatic traffic signal,6,0,None within 50 metres,Pedestrian phase at traffic signal junction,Darkness: Street lights present and lit,Snowing without high winds,Snow,None,None,2,No,,2014
2.01E+12,325850,673470,-3.188925,55.948566,95,3,2,1,14/02/2014,6,09:49,923,S12000036,5,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Fine without high winds,Dry,None,None,1,Yes,,2014
2.01E+12,330080,673700,-3.121265,55.951267,95,2,1,1,14/02/2014,6,09:40,923,S12000036,3,6106,Single carriageway,30,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Other,Wet/Damp,None,None,1,Yes,,2014
2.01E+12,331060,672900,-3.10537,55.944222,95,3,2,1,14/02/2014,6,08:35,923,S12000036,3,1,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Central refuge,Daylight: Street light present,Fine with high winds,Wet/Damp,Mud,None,1,Yes,,2014
2.01E+12,327490,675340,-3.163174,55.965615,95,3,1,1,14/02/2014,6,16:00,923,S12000036,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Central refuge,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,,2014
2.01E+12,331813,667945,-3.092064,55.899817,95,3,2,3,14/02/2014,6,16:15,929,S12000019,3,7,Roundabout,40,,Automatic traffic signal,3,720,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,2,Yes,,2014
2.01E+12,324162,663987,-3.213286,55.863117,95,3,2,6,14/02/2014,6,18:15,929,S12000019,3,702,Single carriageway,60,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Darkeness: No street lighting,Snowing with high winds,Snow,None,None,2,Yes,,2014
2.01E+12,324820,673190,-3.205336,55.945891,95,2,1,1,14/02/2014,6,15:00,923,S12000036,5,0,Single carriageway,30,,Automatic traffic signal,3,702,Control by other authorised person,Pedestrian phase at traffic signal junction,Daylight: Street light present,Unknown,Dry,None,Pedestrian in carriageway (not injured),1,Yes,,2014
2.01E+12,264044,707250,-4.195187,56.238333,96,3,1,1,14/02/2014,6,14:20,939,S12000030,3,84,Single carriageway,50,,,-1,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Dry,None,None,2,Yes,,2014
201497AB01002,259233,665266,-4.250679,55.860009,97,3,1,2,14/02/2014,6,19:11,926,S12000043,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Snowing with high winds,Wet/Damp,None,None,1,Yes,,2014
201497BD20802,267282,664549,-4.121827,55.855855,97,3,1,1,14/02/2014,6,15:30,926,S12000043,4,7058,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,Zebra crossing,Daylight: Street light present,Snowing with high winds,Wet/Damp,None,None,1,Yes,,2014
201497KC01202,224900,675494,-4.805194,55.940552,97,3,1,1,14/02/2014,6,15:05,928,S12000018,3,78,Single carriageway,30,,,-1,0,None within 50 metres,Pedestrian phase at traffic signal junction,Daylight: Street light present,Raining without high winds,Wet/Damp,None,None,1,Yes,,2014
201497LA02902,235943,684620,-4.634161,56.026358,97,3,2,1,14/02/2014,6,17:30,913,S12000035,3,82,Roundabout,60,,Giveway or uncontrolled,3,818,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,None,None,2,Yes,,2014
201497ND00902,274721,660197,-4.001059,55.818766,97,3,2,2,14/02/2014,6,18:15,932,S12000044,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,,2014
201497NE01902,280996,655526,-3.898928,55.778408,97,3,1,1,14/02/2014,6,08:30,932,S12000044,3,722,Single carriageway,30,,,-1,0,None within 50 metres,non-junction pedestrian crossing,Daylight: Street light present,Fine without high winds,Wet/Damp,None,None,1,No,,2014
201497QA02402,263773,654428,-4.172771,55.764003,97,3,2,1,14/02/2014,6,16:45,938,S12000029,6,0,Roundabout,30,,Giveway or uncontrolled,4,761,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Snowing without high winds,Snow,None,None,1,No,,2014
201497UA02802,230096,643348,-4.702039,55.653904,97,3,2,3,14/02/2014,6,21:35,931,S12000021,3,737,Single carriageway,30,,Automatic traffic signal,3,738,None within 50 metres,non-junction pedestrian crossing,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,,2014
201497UA03602,220798,658648,-4.859646,55.787867,97,3,1,1,14/02/2014,6,19:30,931,S12000021,6,0,Single carriageway,30,,Giveway or uncontrolled,3,78,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining with high winds,Wet/Damp,None,None,1,No,,2014
201497UD02502,233843,622454,-4.629989,55.467655,97,3,1,1,14/02/2014,6,20:35,937,S12000028,6,0,Single carriageway,30,,Giveway or uncontrolled,6,0,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,,2014
2.01E+12,297848,575975,-3.601195,55.067726,98,3,2,1,14/02/2014,6,07:15,917,S12000006,3,756,Single carriageway,30,,Giveway or uncontrolled,6,641,None within 50 metres,No physical crossing within 50 meters,Darkness: Street lights present and lit,Raining without high winds,Wet/Damp,None,None,1,Yes,,2014
2.01E+12,303747,611253,-3.520899,55.385802,98,3,2,2,14/02/2014,6,15:16,917,S12000006,2,74,Dual carriageway,70,,,-1,0,None within 50 metres,No physical crossing within 50 meters,Daylight: Street light present,Raining with high winds,Flood (Over 3cm of water),None,Involvement with previous accident,2,Yes,,2014
